id_producto;valoracion_producto;estado_producto_servicio_id_producto;tienda_id_producto;titulo_lista_producto;nombre_producto;url_producto;img_producto;costo_producto;precio_producto;existenci_producto;oferta_producto;descripcion_producto;resumen_producto;detalles_producto;especificaciones_producto;galeria_producto;video_producto;top_banner_producto;default_banner_producto;horizontal_slider_producto;vertical_slider_producto;reviews_producto;tags_producto;codigo_producto;ventas_producto;vistas_producto;fecha_creacion_producto;fecha_modificacion_producto
3210;;1;22;;Cilindro de Embrague YUSIN ALTFD89800Y;;https://m.autoplanet.cl/medias/sys_master/images/h1b/h9d/9014759456798.jpg;8790;;;;;;;;;;;;;;;;;;;;
3211;;1;22;;Cilindro de Embrague ALT013756;;https://m.autoplanet.cl/medias/sys_master/images/h35/h6d/9030040649758.jpg;39990;;;;;;;;;;;;;;;;;;;;
3212;;1;21;;Cilindro de Embrague TCIC ALT070310111;;https://m.autoplanet.cl/medias/sys_master/images/h9a/h37/9030041829406.jpg;24790;;;;;;;;;;;;;;;;;;;;
3213;;1;21;;Cilindro de Embrague ALTFD89875;;https://m.autoplanet.cl/medias/sys_master/images/h68/haa/9030042222622.jpg;16790;;;;;;;;;;;;;;;;;;;;
3214;;1;22;;Cilindro de Embrague ALTFD89795.;;https://m.autoplanet.cl/medias/sys_master/images/h1d/h6b/9030042615838.jpg;13790;;;;;;;;;;;;;;;;;;;;
3215;;1;27;;Cilindro de Embrague YUSIN ALTFD89272Y.;;https://m.autoplanet.cl/medias/sys_master/images/h0e/h66/9014756311070.jpg;8790;;;;;;;;;;;;;;;;;;;;
3216;;1;28;;Cilindro de Esclavo de Embrague GREAT WALL Original ZM015A-1601020-5D;;https://m.autoplanet.cl/medias/sys_master/images/h90/hba/9046556573726.jpg;40490;;;;;;;;;;;;;;;;;;;;
3217;;1;20;;Bomba de Embrague GREAT WALL Original 1608000P00.;;https://m.autoplanet.cl/medias/sys_master/images/hb6/h9a/9029976326174.jpg;65990;;;;;;;;;;;;;;;;;;;;
3218;;1;28;;Bomba de Embrague SUZUKI Original 23810M68P02000.;;https://m.autoplanet.cl/medias/sys_master/images/h85/h49/9030073286686.jpg;88490;;;;;;;;;;;;;;;;;;;;
3219;;1;25;;Bomba de Embrague GREAT WALL Original ZM001D16010203D;;https://m.autoplanet.cl/medias/sys_master/images/hf3/h72/8995669999646.jpg;77990;;;;;;;;;;;;;;;;;;;;
3220;;1;22;;Cilindro de Maestro de Embrague SUZUKI Original 23820M68P00-000;;https://m.autoplanet.cl/medias/sys_master/images/hea/h09/9001766289438.jpg;109990;;;;;;;;;;;;;;;;;;;;
3221;;1;26;;Cilindro de Embrague TCIC ALT070310045;;https://m.autoplanet.cl/medias/sys_master/images/h9f/haf/9061470928926.jpg;13790;;;;;;;;;;;;;;;;;;;;
3222;;1;25;;Cilindro de Embrague TCIC ALT070310112;;https://m.autoplanet.cl/medias/sys_master/images/hde/ha0/9061471715358.jpg;16790;;;;;;;;;;;;;;;;;;;;
3223;;1;21;;Bomba de Embrague JAC Original 1608100U8710XZ;;https://m.autoplanet.cl/medias/sys_master/images/hd8/h53/9001771859998.jpg;33490;;;;;;;;;;;;;;;;;;;;
3224;;1;26;;Cilindro Auxiliar de Embrague JAC Original 1607300U8020.;;https://m.autoplanet.cl/medias/sys_master/images/hd2/h55/9046578987038.jpg;30490;;;;;;;;;;;;;;;;;;;;
3225;;1;24;;Cilindro de Embrague LPR FD88229I;;https://m.autoplanet.cl/medias/sys_master/images/hbb/h8b/9030037110814.jpg;9990;;;;;;;;;;;;;;;;;;;;
3226;;1;22;;Cilindro de Embrague YUSIN ALTFD86921Y;;https://m.autoplanet.cl/medias/sys_master/images/hf3/h9d/9030036717598.jpg;9990;;;;;;;;;;;;;;;;;;;;
3227;;1;21;;Cilindro de Embrague PANASIA 13/16 Pulg. 8-97389-192-0;;https://m.autoplanet.cl/medias/sys_master/images/h50/h32/8933596561438.jpg;12490;;;;;;;;;;;;;;;;;;;;
3228;;1;27;;Cilindro de Maestro de Embrague GREAT WALL Original 1608100S08;;https://m.autoplanet.cl/medias/sys_master/images/h17/h12/9061351456798.jpg;93990;;;;;;;;;;;;;;;;;;;;
3229;;1;26;;Cilindro de Maestro de Embrague SUZUKI Original 2381068L21000;;https://m.autoplanet.cl/medias/sys_master/images/h3e/h59/9046583705630.jpg;86490;;;;;;;;;;;;;;;;;;;;
3230;;1;21;;Cilindro de Embrague ALT070757;;https://m.autoplanet.cl/medias/sys_master/images/had/h39/9014758277150.jpg;16990;;;;;;;;;;;;;;;;;;;;
3231;;1;20;;Cilindro de Embrague VALEO ALT247155;;https://m.autoplanet.cl/medias/sys_master/images/h1d/ha2/9045423620126.jpg;29790;;;;;;;;;;;;;;;;;;;;
3232;;1;24;;Cilindro de Embrague TCIC 3/4 Pulg. 260527.;;https://m.autoplanet.cl/medias/sys_master/images/h38/h65/8933594136606.jpg;16990;;;;;;;;;;;;;;;;;;;;
3233;;1;28;;Cilindro de Embrague DOVER 13/16 Pulg. CE-3812-D;;https://m.autoplanet.cl/medias/sys_master/images/h24/h0f/8933625266206.jpg;11890;;;;;;;;;;;;;;;;;;;;
3234;;1;26;;Cilindro de Embrague TCIC ALT070310042;;https://m.autoplanet.cl/medias/sys_master/images/h01/h6a/9030037897246.jpg;17490;;;;;;;;;;;;;;;;;;;;
3235;;1;23;;Cilindro de Embrague ALT020320227;;https://m.autoplanet.cl/medias/sys_master/images/hba/h35/9030035931166.jpg;7990;;;;;;;;;;;;;;;;;;;;
3236;;1;23;;Cilindro de Embrague YUSIN ALTFD89073Y.;;https://m.autoplanet.cl/medias/sys_master/images/h13/h42/9030043402270.jpg;8290;;;;;;;;;;;;;;;;;;;;
3237;;1;22;;Cilindro de Embrague YUSIN ALTFD23000Y;;https://m.autoplanet.cl/medias/sys_master/images/hd6/hd9/9014757097502.jpg;9290;;;;;;;;;;;;;;;;;;;;
3238;;1;26;;Cilindro Auxiliar de Embrague GREAT WALL Original 1609010001;;https://m.autoplanet.cl/medias/sys_master/images/h2d/hb8/9046580559902.jpg;30990;;;;;;;;;;;;;;;;;;;;
3239;;1;23;;Cilindro Auxiliar de Embrague SUZUKI Original 2382068L00000;;https://m.autoplanet.cl/medias/sys_master/images/hac/ha8/9001779068958.jpg;165490;;;;;;;;;;;;;;;;;;;;
3240;;1;22;;Cilindro de Embrague YUSIN ALTFD89873Y;;https://m.autoplanet.cl/medias/sys_master/images/hab/hfa/9014758670366.jpg;8290;;;;;;;;;;;;;;;;;;;;
3241;;1;25;;Cilindro de Embrague DOVER 3/4 Pulg. CE-3544-D;;https://m.autoplanet.cl/medias/sys_master/images/hb1/h58/8933624479774.jpg;11990;;;;;;;;;;;;;;;;;;;;
3242;;1;22;;Cilindro de Embrague 3/4 Pulg. 23820-65D00;;https://m.autoplanet.cl/medias/sys_master/images/h4b/h0d/8933607964702.jpg;14490;;;;;;;;;;;;;;;;;;;;
3243;;1;29;;Cilindro de Embrague YUSIN ALTFD59109Y.;;https://m.autoplanet.cl/medias/sys_master/images/hcb/he3/9030039076894.jpg;8290;;;;;;;;;;;;;;;;;;;;
3244;;1;29;;Cilindro Auxiliar de Embrague GREAT WALL Original 1602080CE00;;https://m.autoplanet.cl/medias/sys_master/images/h70/h55/9001763864606.jpg;27990;;;;;;;;;;;;;;;;;;;;
3245;;1;27;;Bomba de Embrague GREAT WALL Original 1608000P09;;https://m.autoplanet.cl/medias/sys_master/images/hf8/h79/9030069354526.jpg;33990;;;;;;;;;;;;;;;;;;;;
3246;;1;26;;Cilindro de Embrague 13/16 Pulg. 41710-24050;;https://m.autoplanet.cl/medias/sys_master/images/h59/h8e/8935373307934.jpg;3090;;;;;;;;;;;;;;;;;;;;
3247;;1;25;;Cilindro de Embrague DJP CE-1000-J;;https://m.autoplanet.cl/medias/sys_master/images/hca/h4a/9036520620062.jpg;6990;;;;;;;;;;;;;;;;;;;;
3248;;1;23;;Cilindro de Embrague PANASIA 260596;;https://m.autoplanet.cl/medias/sys_master/images/h7b/h50/9014787112990.jpg;16790;;;;;;;;;;;;;;;;;;;;
3249;;1;20;;Cilindro de Embrague PANASIA 260700.;;https://m.autoplanet.cl/medias/sys_master/images/hca/h4a/9036520620062.jpg;11790;;;;;;;;;;;;;;;;;;;;
3250;;1;26;;Cilindro de Embrague PANASIA 13/16 Pulg. MD-770676;;https://m.autoplanet.cl/medias/sys_master/images/h42/hff/8940350013470.jpg;4090;;;;;;;;;;;;;;;;;;;;
3251;;1;28;;Cilindro Embrague 13/16pulg;;https://www.autoplanet.cl/images/products/sin_image250.png;18490;;;;;;;;;;;;;;;;;;;;
3252;;1;25;;Cilindro Embrague PANASIA 13/16 Pulg. CLE-004.;;https://www.autoplanet.cl/images/products/sin_image250.png;2090;;;;;;;;;;;;;;;;;;;;
3253;;1;27;;Cilindro de Embrague AP CE-3081-I;;https://m.autoplanet.cl/medias/sys_master/images/h64/hbf/9044261371934.jpg;33990;;;;;;;;;;;;;;;;;;;;
3254;;1;26;;Cilindro de Embrague PANASIA 3/4 Pulg. CLE-013;;https://m.autoplanet.cl/medias/sys_master/images/hca/h4a/9036520620062.jpg;2990;;;;;;;;;;;;;;;;;;;;
3255;;1;22;;Cilindro de Embrague PANASIA 017628.;;https://m.autoplanet.cl/medias/sys_master/images/hec/ha0/9014694969374.jpg;12990;;;;;;;;;;;;;;;;;;;;
3256;;1;25;;Cilindro de Embrague TCIC 055068;;https://m.autoplanet.cl/medias/sys_master/images/h84/hca/9030142165022.jpg;15490;;;;;;;;;;;;;;;;;;;;
3257;;1;28;;Cilindro de Embrague DOVER CE-1002-D;;https://m.autoplanet.cl/medias/sys_master/images/hdd/h38/9030147276830.jpg;12490;;;;;;;;;;;;;;;;;;;;
3258;;1;26;;Cilindro de Embrague 260595;;https://m.autoplanet.cl/medias/sys_master/images/h54/hba/9030192955422.jpg;13490;;;;;;;;;;;;;;;;;;;;
3259;;1;20;;Cilindro de Embrague VALEO 013742;;https://m.autoplanet.cl/medias/sys_master/images/h59/h7d/9030192562206.jpg;34990;;;;;;;;;;;;;;;;;;;;
3260;;1;28;;Cilindro de Embrague TCIC 100165;;https://m.autoplanet.cl/medias/sys_master/images/h32/he0/9043021594654.jpg;19990;;;;;;;;;;;;;;;;;;;;
3261;;1;23;;Cilindro Embrague 13/16 Pulg. 8971849930.;;https://m.autoplanet.cl/medias/sys_master/images/h3f/h4a/8933619761182.jpg;2990;;;;;;;;;;;;;;;;;;;;
3262;;1;29;;Cilindro Embrague IRB CLE-001;;https://www.autoplanet.cl/images/products/sin_image250.png;6990;;;;;;;;;;;;;;;;;;;;
3263;;1;28;;Cilindro de Embrague 19507;;https://m.autoplanet.cl/medias/sys_master/images/hfb/h3f/9030041436190.jpg;36490;;;;;;;;;;;;;;;;;;;;
3264;;1;24;;Cilindro de Embrague VALEO 13/16 Pulg. 11O0080;;https://m.autoplanet.cl/medias/sys_master/images/hec/h26/8937437790238.jpg;9790;;;;;;;;;;;;;;;;;;;;
3265;;1;26;;Cilindro de Embrague YUSIN ALTFD41920Y.;;https://m.autoplanet.cl/medias/sys_master/images/h33/ha7/9030039470110.jpg;7290;;;;;;;;;;;;;;;;;;;;
3266;;1;27;;Cilindro de Embrague VALEO 287583.;;https://m.autoplanet.cl/medias/sys_master/images/h2f/h78/9014788685854.jpg;17990;;;;;;;;;;;;;;;;;;;;
3267;;1;21;;Cilindro de Embrague PANASIA 016624;;https://m.autoplanet.cl/medias/sys_master/images/h4c/h98/9061406507038.jpg;13490;;;;;;;;;;;;;;;;;;;;
3268;;1;20;;Cilindro de Embrague PANASIA 004812;;https://m.autoplanet.cl/medias/sys_master/images/h09/hee/9061407752222.jpg;16490;;;;;;;;;;;;;;;;;;;;
3269;;1;25;;Cilindro de Embrague DOVER CE-5212-D;;https://m.autoplanet.cl/medias/sys_master/images/h3a/h03/9030140592158.jpg;13490;;;;;;;;;;;;;;;;;;;;
3270;;1;25;;Cilindro de Embrague DOVER CE-3526-D;;https://m.autoplanet.cl/medias/sys_master/images/hae/h62/9030141378590.jpg;8790;;;;;;;;;;;;;;;;;;;;
3271;;1;23;;Cilindro de Embrague DOVER CE-1651-D;;https://m.autoplanet.cl/medias/sys_master/images/h30/hf6/9030142558238.jpg;9490;;;;;;;;;;;;;;;;;;;;
3272;;1;23;;Cilindro de Embrague TCIC 260556;;https://m.autoplanet.cl/medias/sys_master/images/hd8/h3b/9030142951454.jpg;17490;;;;;;;;;;;;;;;;;;;;
3273;;1;20;;Cilindro de Embrague AP CE-2025-I;;https://m.autoplanet.cl/medias/sys_master/images/hde/h66/9030145310750.jpg;8790;;;;;;;;;;;;;;;;;;;;
3274;;1;23;;Cilindro de Embrague DOVER CE-3008-D.;;https://m.autoplanet.cl/medias/sys_master/images/ha3/hb0/9030141771806.jpg;8790;;;;;;;;;;;;;;;;;;;;
3275;;1;21;;Cilindro de Embrague DOVER CE-9109-D.;;https://m.autoplanet.cl/medias/sys_master/images/h9c/hcc/9030144131102.jpg;9290;;;;;;;;;;;;;;;;;;;;
3276;;1;27;;Cilindro de Embrague PANASIA 005719.;;https://m.autoplanet.cl/medias/sys_master/images/h8c/h74/9030146097182.jpg;16490;;;;;;;;;;;;;;;;;;;;
3277;;1;20;;Cilindro de Embrague GM 005567.;;https://m.autoplanet.cl/medias/sys_master/images/hb6/h4d/9030147670046.jpg;26990;;;;;;;;;;;;;;;;;;;;
3278;;1;20;;Cilindro de Embrague DOVER 13/16 Pulg. CE-3070-D.;;https://m.autoplanet.cl/medias/sys_master/images/h63/h84/8937473572894.jpg;6990;;;;;;;;;;;;;;;;;;;;
3279;;1;21;;Cilindro de Embrague PANASIA 13/16 Pulg. 31470-35130;;https://m.autoplanet.cl/medias/sys_master/images/h16/h1f/8938393174046.jpg;5990;;;;;;;;;;;;;;;;;;;;
3280;;1;29;;Cilindro de Embrague DOVER CE-4301-D;;https://m.autoplanet.cl/medias/sys_master/images/hee/hb5/9030148456478.jpg;8290;;;;;;;;;;;;;;;;;;;;
3281;;1;23;;Cilindro de Embrague DOVER CE-8979-D.;;https://m.autoplanet.cl/medias/sys_master/images/hcb/h61/9030146883614.jpg;7990;;;;;;;;;;;;;;;;;;;;
3282;;1;27;;Cilindro de Embrague AP CE-3013-I.;;https://m.autoplanet.cl/medias/sys_master/images/ha4/h76/9030148063262.jpg;30990;;;;;;;;;;;;;;;;;;;;
3283;;1;25;;Cilindro de Embrague TCIC 260631.;;https://m.autoplanet.cl/medias/sys_master/images/h1a/h57/9030146490398.jpg;12490;;;;;;;;;;;;;;;;;;;;
3284;;1;29;;Cilindro de Embrague TCIC 006016;;https://m.autoplanet.cl/medias/sys_master/images/h29/ha6/9030145703966.jpg;42990;;;;;;;;;;;;;;;;;;;;
3285;;1;20;;Cilindro de Embrague DOVER CE-3147-D.;;https://m.autoplanet.cl/medias/sys_master/images/h18/hf4/9030144524318.jpg;7990;;;;;;;;;;;;;;;;;;;;
3286;;1;22;;Cilindro de Embrague VALEO 13/16 Pulg. PRC-04;;https://m.autoplanet.cl/medias/sys_master/images/h10/h14/8941651820574.jpg;22990;;;;;;;;;;;;;;;;;;;;
3287;;1;21;;Cilindro de Embrague DOVER CE-1310-D.;;https://m.autoplanet.cl/medias/sys_master/images/h11/ha4/9030143737886.jpg;8290;;;;;;;;;;;;;;;;;;;;
3288;;1;26;;Cilindro de Embrague LPR FD89868I;;https://m.autoplanet.cl/medias/sys_master/images/h77/hf7/9014761422878.jpg;40990;;;;;;;;;;;;;;;;;;;;
3289;;1;28;;Cilindro de Embrague PANASIA 13/16 Pulg. 31470-22150;;https://m.autoplanet.cl/medias/sys_master/images/h42/h98/9006352171038.jpg;5290;;;;;;;;;;;;;;;;;;;;
3290;;1;29;;Cilindro de Embrague TCIC 3/4 Pulg. 13O0135;;https://m.autoplanet.cl/medias/sys_master/images/h48/hc6/8933576048670.jpg;13990;;;;;;;;;;;;;;;;;;;;
3291;;1;26;;Cilindro de Embrague ALT020320228.;;https://m.autoplanet.cl/medias/sys_master/images/hf5/hef/9030043009054.jpg;7990;;;;;;;;;;;;;;;;;;;;
3292;;1;23;;Cilindro de Embrague VALEO 3/4 Pulg. HD711-102;;https://m.autoplanet.cl/medias/sys_master/images/hca/h4a/9036520620062.jpg;7390;;;;;;;;;;;;;;;;;;;;
3293;;1;28;;Cilindro de Embrague DOVER CE-3000-D;;https://m.autoplanet.cl/medias/sys_master/images/hc6/h64/9030143344670.jpg;15490;;;;;;;;;;;;;;;;;;;;
3294;;1;28;;Cilindro de Embrague PANASIA 260622;;https://m.autoplanet.cl/medias/sys_master/images/h1d/hb7/9030144917534.jpg;12990;;;;;;;;;;;;;;;;;;;;
3295;;1;26;;Cilindro de Embrague PANASIA 7/8 Pulg. 31470-10040;;https://m.autoplanet.cl/medias/sys_master/images/ha7/h5e/8938623467550.jpg;10990;;;;;;;;;;;;;;;;;;;;
3296;;1;22;;Cilindro de Embrague PANASIA 13/16 Pulg. 260625;;https://m.autoplanet.cl/medias/sys_master/images/h67/h70/8933595775006.jpg;11990;;;;;;;;;;;;;;;;;;;;
3297;;1;29;;Cilindro de Embrague TCIC 055066;;https://m.autoplanet.cl/medias/sys_master/images/hc0/h39/9030140985374.jpg;19990;;;;;;;;;;;;;;;;;;;;
3298;;1;24;;Bomba de Embrague SUZUKI Original 23810-64J21-000.;;https://m.autoplanet.cl/medias/sys_master/images/h60/ha3/9001800171550.jpg;91490;;;;;;;;;;;;;;;;;;;;
3299;;1;29;;Cilindro de Embrague DOVER CE-7004-D.;;https://m.autoplanet.cl/medias/sys_master/images/he9/hf2/9030148849694.jpg;9490;;;;;;;;;;;;;;;;;;;;
3300;;1;28;;Crucetas de Cardán GMB 32.01 Mm. GUMZ-3.;;https://m.autoplanet.cl/medias/sys_master/images/h3e/h4c/8964985389086.jpg;12490;;;;;;;;;;;;;;;;;;;;
3301;;1;20;;Crucetas de Cardán GMB 27.05 Mm. G5-213X.;;https://m.autoplanet.cl/medias/sys_master/images/hba/hba/8964993253406.jpg;9790;;;;;;;;;;;;;;;;;;;;
3302;;1;20;;Crucetas de Cardán GMB 24.06 Mm. GUMZ-12;;https://m.autoplanet.cl/medias/sys_master/images/h2a/h61/8964986568734.jpg;6990;;;;;;;;;;;;;;;;;;;;
3303;;1;28;;Crucetas de Cardán GMB 27 Mm. GUK-12.;;https://m.autoplanet.cl/medias/sys_master/images/h4a/hbb/9006327660574.jpg;8790;;;;;;;;;;;;;;;;;;;;
3304;;1;24;;Crucetas de Cardán FMX 23.82 Mm. GUIS-61.;;https://m.autoplanet.cl/medias/sys_master/images/h6d/hf5/8936415920158.jpg;8990;;;;;;;;;;;;;;;;;;;;
3305;;1;21;;Crucetas de Cardán GMB 23.82 Mm. GU-500;;https://m.autoplanet.cl/medias/sys_master/images/h49/he1/8964983816222.jpg;5790;;;;;;;;;;;;;;;;;;;;
3306;;1;25;;Crucetas de Cardán GMB 28.6 Mm. G5-3105X;;https://m.autoplanet.cl/medias/sys_master/images/h71/h17/8964345692190.jpg;8790;;;;;;;;;;;;;;;;;;;;
3307;;1;22;;Crucetas de Cardán GMB 30 Mm. GUD-89;;https://m.autoplanet.cl/medias/sys_master/images/h65/h1a/8964647125022.jpg;7290;;;;;;;;;;;;;;;;;;;;
3308;;1;29;;Crucetas de Cardán GMB 30 Mm. GUM-93.;;https://m.autoplanet.cl/medias/sys_master/images/he0/h83/8964979097630.jpg;10990;;;;;;;;;;;;;;;;;;;;
3309;;1;22;;Crucetas de Cardán GMB 25 Mm. GUM-91;;https://m.autoplanet.cl/medias/sys_master/images/h79/h16/9006328840222.jpg;8290;;;;;;;;;;;;;;;;;;;;
3310;;1;25;;Crucetas de Cardán GMB 27 Mm. GUN-46.;;https://m.autoplanet.cl/medias/sys_master/images/h12/h5f/8964988534814.jpg;8490;;;;;;;;;;;;;;;;;;;;
3311;;1;26;;Crucetas de Cardán FMX 27 Mm. GU-1000;;https://m.autoplanet.cl/medias/sys_master/images/h0b/h79/8939581243422.jpg;2090;;;;;;;;;;;;;;;;;;;;
3312;;1;26;;Crucetas de Cardán GMB 26 Mm. GUT-13;;https://m.autoplanet.cl/medias/sys_master/images/hc8/h72/8986275938334.jpg;3990;;;;;;;;;;;;;;;;;;;;
3313;;1;21;;Crucetas de Cardán ALT020280038.;;https://m.autoplanet.cl/medias/sys_master/images/hcb/h15/9030044581918.jpg;5990;;;;;;;;;;;;;;;;;;;;
3314;;1;20;;Crucetas de Cardán GMB ALT019538 19538-GMB;;https://m.autoplanet.cl/medias/sys_master/images/ha8/h5d/9030045368350.jpg;17490;;;;;;;;;;;;;;;;;;;;
3315;;1;28;;Crucetas de Cardán ALT020280040;;https://m.autoplanet.cl/medias/sys_master/images/h9f/hff/9030046154782.jpg;6790;;;;;;;;;;;;;;;;;;;;
3316;;1;22;;Crucetas de Cardán FMX ALT238005;;https://m.autoplanet.cl/medias/sys_master/images/h16/hc1/9030046547998.jpg;6790;;;;;;;;;;;;;;;;;;;;
3317;;1;28;;Crucetas de Cardán FMX ALT288186;;https://m.autoplanet.cl/medias/sys_master/images/hca/h4a/9036520620062.jpg;6790;;;;;;;;;;;;;;;;;;;;
3318;;1;24;;Crucetas de Cardán FMX ALT019531;;https://m.autoplanet.cl/medias/sys_master/images/hca/h4a/9036520620062.jpg;5790;;;;;;;;;;;;;;;;;;;;
3319;;1;26;;Crucetas de Cardan KYM 26.5Mm;;https://www.autoplanet.cl/images/products/sin_image250.png;2090;;;;;;;;;;;;;;;;;;;;
3320;;1;23;;Crucetas de Cardán 27 Mm. CTC-GUK-12;;https://m.autoplanet.cl/medias/sys_master/images/hca/h4a/9036520620062.jpg;2990;;;;;;;;;;;;;;;;;;;;
3321;;1;20;;Crucetas de Cardán ALT020280063.;;https://m.autoplanet.cl/medias/sys_master/images/hdb/hb5/9030044188702.jpg;5990;;;;;;;;;;;;;;;;;;;;
3322;;1;20;;Crucetas de Cardán GMB 26.5 Mm. GUMZ-9.;;https://m.autoplanet.cl/medias/sys_master/images/ha7/hd9/8943076966430.jpg;8290;;;;;;;;;;;;;;;;;;;;
3323;;1;21;;Crucetas de Cardán GMB 29 Mm. GUT-17;;https://m.autoplanet.cl/medias/sys_master/images/hbf/h2b/8964981850142.jpg;8290;;;;;;;;;;;;;;;;;;;;
3324;;1;21;;Crucetas de Cardán GMB 25 Mm. GUM-79;;https://m.autoplanet.cl/medias/sys_master/images/hae/h3c/8939781914654.jpg;6290;;;;;;;;;;;;;;;;;;;;
3325;;1;20;;Crucetas de Cardán ALT020280009;;https://m.autoplanet.cl/medias/sys_master/images/h96/h86/9030044975134.jpg;5290;;;;;;;;;;;;;;;;;;;;
3326;;1;21;;Crucetas de Cardán ALT020280015.;;https://m.autoplanet.cl/medias/sys_master/images/heb/h4a/9015958994974.jpg;6490;;;;;;;;;;;;;;;;;;;;
3327;;1;28;;Crucetas de Cardán GMB ALT302802 302802-GMB;;https://m.autoplanet.cl/medias/sys_master/images/hb0/hd6/9030045761566.jpg;10990;;;;;;;;;;;;;;;;;;;;
3328;;1;27;;Crucetas de Cardán GMB 30 Mm. GUM-99;;https://m.autoplanet.cl/medias/sys_master/images/h32/ha0/8939823988766.jpg;13990;;;;;;;;;;;;;;;;;;;;
3329;;1;29;;Crucetas de Cardán 26.99 Mm. GU-1210;;https://m.autoplanet.cl/medias/sys_master/images/h70/h73/8939582423070.jpg;3990;;;;;;;;;;;;;;;;;;;;
3330;;1;24;;Crucetas de Cardán GMB 25 Mm. GUS-1;;https://m.autoplanet.cl/medias/sys_master/images/h5e/h55/8963464921118.jpg;5790;;;;;;;;;;;;;;;;;;;;
3331;;1;25;;Crucetas de Cardán GMB 26.99 Mm. GU-1210;;https://m.autoplanet.cl/medias/sys_master/images/h99/h02/8964980277278.jpg;7290;;;;;;;;;;;;;;;;;;;;
3332;;1;20;;Crucetas de Cardán GMB 29 Mm. GUT-23.;;https://m.autoplanet.cl/medias/sys_master/images/h36/h75/8964991680542.jpg;5000;;;;;;;;;;;;;;;;;;;;
3333;;1;28;;Crucetas de Cardán GMB 27 Mm. GU-1000.;;https://m.autoplanet.cl/medias/sys_master/images/h28/hde/8964309024798.jpg;5490;;;;;;;;;;;;;;;;;;;;
3334;;1;27;;Crucetas de Cardán GMB 56.10 Mm. GUN-29.;;https://m.autoplanet.cl/medias/sys_master/images/h19/hc6/8940986531870.jpg;7790;;;;;;;;;;;;;;;;;;;;
3335;;1;26;;Crucetas de Cardán FMX ALT019553;;https://m.autoplanet.cl/medias/sys_master/images/h28/h0a/9014755917854.jpg;8990;;;;;;;;;;;;;;;;;;;;
3336;;1;20;;Crucetas de Cardán ALT020280005.;;https://m.autoplanet.cl/medias/sys_master/images/h79/h0f/9015958208542.jpg;5290;;;;;;;;;;;;;;;;;;;;
3337;;1;25;;Crucetas de Cardán GMB 27 Mm. G5-153X;;https://m.autoplanet.cl/medias/sys_master/images/h23/he2/8939580063774.jpg;3990;;;;;;;;;;;;;;;;;;;;
3338;;1;23;;Crucetas de Cardán GMB 27 Mm. G5-153X;;https://m.autoplanet.cl/medias/sys_master/images/h66/h00/9002768105502.jpg;2090;;;;;;;;;;;;;;;;;;;;
3339;;1;23;;Crucetas de Cardán GMB 20.07 Mm. GUS-6;;https://m.autoplanet.cl/medias/sys_master/images/h89/hb4/9061278973982.jpg;3090;;;;;;;;;;;;;;;;;;;;
3340;;1;20;;Crucetas de Cardán 23.82 Mm. GU-500;;https://m.autoplanet.cl/medias/sys_master/images/h2f/hda/8931682975774.jpg;390;;;;;;;;;;;;;;;;;;;;
3341;;1;22;;Crucetas de Cardán FMX 20.01 Mm. GUS-2.;;https://m.autoplanet.cl/medias/sys_master/images/h2f/h17/8939588714526.jpg;2090;;;;;;;;;;;;;;;;;;;;
3342;;1;27;;Crucetas de Cardán FMX 56.1 Mm. GUN-29;;https://m.autoplanet.cl/medias/sys_master/images/h29/hfc/8977508171806.jpg;3590;;;;;;;;;;;;;;;;;;;;
3343;;1;27;;Crucetas de Cardán GMB 28.57 Mm. GUT-27.;;https://m.autoplanet.cl/medias/sys_master/images/he6/h1d/8965181472798.jpg;6890;;;;;;;;;;;;;;;;;;;;
3344;;1;21;;Crucetas de Cardán GMB 25 Mm. GUN-27;;https://m.autoplanet.cl/medias/sys_master/images/hee/h76/8940528893982.jpg;3990;;;;;;;;;;;;;;;;;;;;
3345;;1;29;;Crucetas de Cardán FMX 27 Mm. GU-1210.;;https://m.autoplanet.cl/medias/sys_master/images/hfd/h93/8939583209502.jpg;5090;;;;;;;;;;;;;;;;;;;;
3346;;1;25;;Crucetas de Cardán GMB 25 Mm. GUM-81;;https://m.autoplanet.cl/medias/sys_master/images/hf2/hf7/8939584782366.jpg;5990;;;;;;;;;;;;;;;;;;;;
3347;;1;28;;Crucetas de Cardán FMX 25 Mm. GUS-1.;;https://m.autoplanet.cl/medias/sys_master/images/h6c/hfe/8939587928094.jpg;6890;;;;;;;;;;;;;;;;;;;;
3348;;1;20;;Crucetas de Cardán GMB I160310035000;;https://m.autoplanet.cl/medias/sys_master/images/hc9/hcf/9029749604382.jpg;5790;;;;;;;;;;;;;;;;;;;;
3349;;1;28;;Crucetas de Cardán GMB GUIS-66.;;https://m.autoplanet.cl/medias/sys_master/images/hc5/h67/9029771624478.jpg;7890;;;;;;;;;;;;;;;;;;;;
3350;;1;25;;Crucetas De Cardan GMB;;https://m.autoplanet.cl/medias/sys_master/images/hca/h4a/9036520620062.jpg;7090;;;;;;;;;;;;;;;;;;;;
3351;;1;23;;Crucetas de Cardán GMB GUT-20.;;https://m.autoplanet.cl/medias/sys_master/images/h87/h2b/9029750390814.jpg;6590;;;;;;;;;;;;;;;;;;;;
